our_rank,name,position,team,gsis_id,adp,adp_rank,ecr_rank,mkt_val,mkt_rank,log_rank,vs_adp,vs_adp_log,vs_adp_pct,vs_adp_clip,score_log_pts,pred_vorp,pos_rank,delta,anchor_rank,scarcity_gain,feature_gain,age_c,age_c2,age_rb,age_qb,games_missed,rookie_pedigree,td_share_c,team_change,has_prior,draft_ovr_log,vacated_target_share,vacated_carry_share,arriving_vet_usage,draft_competition,qb_change,qb_quality_delta,qb_rookie,qb_expected_missing,coach_change,team_fp_prior,team_fp_prior_z,team_pass_fp_share_prior,team_pass_rate_prior,returning_target_competition,returning_carry_competition,depth_rank_adp,is_rookie,qb_delta_wrte,vacated_tgt_wrte,vacated_carry_rb,opp_target_share,opp_air_yards_share,opp_ts_slope,opp_ts_l4f4,opp_cs_l6_delta,opp_fp_oe_pg,opp_td_per_opp_vs_pos,opp_boom_rate,ppg_delta,career_missed_rate,inj_weeks_listed_l2y,inj_soft_tissue_l2y,inj_recurrence,apy_cap_pct,contract_year,rookie_deal_yr,draft_r1,draft_r23,rb_early_rookie,yrs_since_peak,last_was_career_best,c_age_c,c_age_c2,c_age_rb,c_age_qb,c_games_missed,c_rookie_pedigree,c_td_share_c,c_team_change,c_has_prior,c_draft_ovr_log,c_vs_adp,c_vacated_target_share,c_vacated_carry_share,c_arriving_vet_usage,c_draft_competition,c_qb_change,c_qb_quality_delta,c_qb_rookie,c_qb_expected_missing,c_coach_change,c_team_fp_prior,c_team_fp_prior_z,c_team_pass_fp_share_prior,c_team_pass_rate_prior,c_returning_target_competition,c_returning_carry_competition,c_depth_rank_adp,c_is_rookie,c_qb_delta_wrte,c_vacated_tgt_wrte,c_vacated_carry_rb,c_opp_target_share,c_opp_air_yards_share,c_opp_ts_slope,c_opp_ts_l4f4,c_opp_cs_l6_delta,c_opp_fp_oe_pg,c_opp_td_per_opp_vs_pos,c_opp_boom_rate,c_ppg_delta,c_career_missed_rate,c_inj_weeks_listed_l2y,c_inj_soft_tissue_l2y,c_inj_recurrence,c_apy_cap_pct,c_contract_year,c_rookie_deal_yr,c_draft_r1,c_draft_r23,c_rb_early_rookie,c_yrs_since_peak,c_last_was_career_best,c_ppg_mismatch,raw_ppg_mismatch,_dummy,adp_gap_ahead,adp_gap_behind,age,birthdate,career_best_ppg,coach_pass_oe,coach_pass_shift,draft_ovr,draft_round,draft_year,expqb_rush_wrte,inj_recurrence_qb,inj_weeks_listed_l2y_qb,is_rk_draft,log_pts,ol_sack_rate_prior,ol_stuff_rate_prior,prev_games,prev_ppg,prev_td_share,prev_team,prop_mvp,prop_oroy,prop_pass_yds,prop_rec_yds,prop_rush_yds,qb_rush_ypg,rookie,rookie_log_pick,rookie_x_vacated,rz_ez_target_share,rz_gl_carry_share,rz_opp_pg,rz_target_share,rz_td_minus_expected,season,snap_share,snap_share_l4f4,snap_share_max4,sos_dvp,sos_dvp_first4,tgt_pts,vegas_wins_c,vegas_wins_delta,vs_adp_off,yrs_exp
137,Jerry Jeudy,WR,CLE,00-0036407,136.900000,135,148,4.997212,148,4.997212,0.085861,0.091937,0.070270,0.091937,4.508763,-32.115298,57,-2,140,-5,3,1.356605,1.840377,0.000000,0.000000,0.000000,0.000000,-0.049046,0.000000,1.000000,2.708050,0.179048,0.081340,0.019753,0.215338,0.000000,0.000000,0.000000,1.000000,1.000000,1082.480000,-1.688909,0.683153,0.556734,0.240000,0.045455,3.000000,0.000000,0.000000,0.179048,0.000000,0.205306,0.381524,0.001531,0.016356,0.004493,-7.591765,-0.029731,0.000000,-7.070588,0.099010,0.000000,0.000000,0.000000,0.069000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000500,0.000601,0.000164,0.000502,0.010135,-0.001404,0.002958,-0.000691,0.007180,-0.002784,0.000418,-0.000185,0.000457,0.001851,-0.017761,-0.000920,-0.000085,0.000792,0.003611,0.007096,-0.004206,0.013040,0.006453,-0.000540,-0.000181,-0.001447,-0.007719,-0.002888,0.000007,-0.000073,0.001256,0.003353,0.000961,0.002412,-0.002439,0.000067,-0.010577,-0.007698,0.016877,-0.000753,0.004683,0.000047,-0.000705,0.001175,0.000600,-0.000055,-0.004263,0.000412,-0.002206,-0.000454,-0.000988,-0.006989,-0.001271,1.862283,true,1.609438,4.615121,27.356605,1999-04-24,14.170588,0.000000,0.000000,15,1,2020,0.000000,0.000000,0.000000,false,0.000000,0.014484,0.038544,17.000000,7.100000,0.099420,CLE,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.240000,0.000000,0.529412,0.157895,-1.324625,2026,0.845294,0.025000,0.940000,0.931507,0.397390,0.000000,0.000000,0.000000,0.085861,6.000000
138,Baker Mayfield,QB,TB,00-0034855,129.900000,125,119,4.779123,119,4.779123,-0.045462,-0.049190,-0.032432,-0.049190,5.249730,-33.804583,17,-13,138,-13,0,5.383984,28.987279,0.000000,5.383984,0.000000,0.000000,-0.021770,0.000000,1.000000,0.000000,0.303142,0.300847,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1385.400000,-0.118481,0.637000,0.534057,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024209,14.054118,-0.030763,0.176471,-5.522353,0.075188,2.000000,0.000000,0.000000,0.131000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.003444,-0.000801,0.000164,-0.005413,0.010135,-0.001404,0.001313,-0.000691,0.007180,-0.010188,-0.000370,0.000066,-0.000039,0.002515,0.010326,-0.000920,-0.000085,0.000792,-0.000773,-0.001733,-0.000444,0.001923,-0.000526,0.002508,0.000317,-0.002214,0.002358,-0.002888,0.000007,0.000220,0.001256,-0.004486,-0.000420,-0.000346,0.000657,0.002140,0.016807,-0.007936,0.000165,-0.000597,0.006756,0.000027,-0.000705,0.001175,0.002130,-0.000055,-0.004263,0.000412,-0.002206,-0.000454,-0.000988,-0.006989,0.001144,5.049213,true,0.000000,4.615121,31.383984,1995-04-14,21.517647,0.011567,0.000000,1,1,2018,0.000000,0.000000,2.000000,false,0.000000,-0.006073,0.007863,17.000000,15.995294,0.404531,TB,0.000000,0.000000,0.000000,0.000000,0.000000,22.470588,0.000000,0.000000,0.000000,0.000000,0.045455,0.071429,0.000000,-0.028764,2026,0.971176,0.000000,1.000000,-0.414444,-1.834669,0.000000,0.000000,0.000000,-0.045462,8.000000
139,Omar Cooper Jr.,WR,NYJ,COO816508,134.300000,132,154,5.036953,154,5.036953,0.144039,0.154151,0.118919,0.154151,4.495338,-34.782917,61,-7,136,-4,-3,-3.284052,10.784998,-0.000000,-0.000000,0.000000,0.888889,-0.148466,0.000000,0.000000,3.401197,0.241870,0.256579,0.040268,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1143.360000,-1.373289,0.609082,0.518987,0.378049,0.017544,2.000000,1.000000,0.000000,0.241870,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-0.002892,0.000139,0.000164,0.000502,0.010135,0.012214,0.008953,-0.000691,-0.052461,-0.000889,0.000768,-0.000058,0.000061,0.001160,0.010326,-0.000920,-0.000085,0.000792,0.003611,-0.001733,-0.003449,0.010806,-0.004748,0.004533,-0.000467,-0.001918,-0.002680,0.025501,0.000007,-0.000176,0.001256,-0.004486,-0.000420,-0.000346,0.000657,-0.000406,-0.000973,-0.000848,0.016877,-0.000042,0.013297,0.000047,-0.000705,0.001175,-0.001102,-0.000055,-0.004263,0.000412,-0.002206,-0.000454,-0.004409,-0.006989,-0.002682,-0.000000,false,4.653960,3.761200,22.715948,2003-12-14,0.000000,-0.012828,0.000000,30,1,2026,0.000000,0.000000,0.000000,true,0.000000,0.032800,0.003272,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.200921,0.443066,0.000000,0.000000,0.000000,0.000000,0.000000,2026,0.000000,0.000000,0.000000,-1.018735,3.762390,0.000000,0.000000,0.000000,0.144039,0.000000
140,Jalen Nailor,WR,LV,00-0037291,135.500000,134,183,5.209486,172,5.147494,0.292877,0.311646,0.264865,0.311646,4.399236,-34.782917,67,-6,139,-5,-1,1.501711,2.255136,0.000000,0.000000,0.000000,0.000000,0.089865,1.000000,1.000000,5.252273,0.165236,0.216802,0.005747,0.131325,1.000000,0.000000,1.000000,0.000000,1.000000,1074.600000,-1.729761,0.688908,0.558084,0.334764,0.032520,2.000000,0.000000,0.000000,0.165236,0.000000,0.116550,0.171692,-0.004665,-0.056237,0.001294,-1.524706,0.024305,0.058824,-1.076471,0.426471,0.000000,0.000000,0.000000,0.039000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000606,0.000579,0.000164,0.000502,0.010135,-0.001404,-0.005419,0.003267,0.007180,0.004171,0.001661,-0.000212,0.000151,0.002322,-0.006803,0.005695,-0.000085,-0.018475,-0.000773,0.007096,-0.004303,0.013329,0.007323,-0.000722,-0.000378,-0.001665,-0.002680,-0.002888,0.000007,-0.000051,0.001256,-0.000036,0.000202,-0.008753,0.011302,-0.000270,-0.002901,0.004751,0.011306,-0.000151,-0.023806,0.000047,-0.000705,0.001175,-0.000140,-0.000055,-0.004263,-0.000208,-0.002206,-0.000454,-0.000988,-0.006989,-0.001796,1.169917,true,0.693147,3.583519,27.501711,1999-03-02,7.000000,0.000000,0.000000,191,6,2022,0.000000,0.000000,0.000000,false,0.000000,0.041588,0.088788,17.000000,5.923529,0.238332,MIN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.157895,0.000000,0.764706,0.168831,-0.254080,2026,0.653529,-0.257500,0.865000,-1.907316,-2.630257,0.000000,0.000000,0.000000,0.292877,4.000000
141,Jalen McMillan,WR,TB,00-0039855,141.900000,138,162,5.087596,162,5.087596,0.150282,0.160343,0.129730,0.160343,4.367965,-34.782917,72,-3,141,-3,0,-1.266256,1.603404,-0.000000,-0.000000,13.000000,0.000000,-0.148466,0.000000,1.000000,4.521789,0.303142,0.300847,0.071287,0.156021,0.000000,0.000000,0.000000,0.000000,0.000000,1385.400000,-0.118481,0.637000,0.534057,0.423290,0.023305,3.000000,0.000000,0.000000,0.303142,0.000000,0.108125,0.141575,0.000000,0.000000,0.000000,-1.432500,-0.048423,0.000000,-2.940385,0.500000,19.000000,5.000000,0.000000,0.006000,0.000000,3.000000,0.000000,1.000000,0.000000,1.000000,0.000000,-0.001417,0.000613,0.000164,0.000502,-0.048752,-0.001404,0.008953,-0.000691,0.007180,0.002174,0.000805,0.000066,-0.000039,0.000117,-0.010024,-0.000920,-0.000085,0.000792,-0.000773,-0.001733,-0.000444,0.001923,-0.000526,0.002508,-0.000561,-0.001821,-0.007719,-0.002888,0.000007,-0.000277,0.001256,-0.000358,0.000092,-0.000346,0.000657,-0.000406,-0.002785,-0.012004,0.016877,-0.000338,-0.030204,-0.000145,0.004225,0.001175,-0.000954,-0.000055,0.008142,-0.000208,0.003513,-0.000454,-0.000988,-0.006989,-0.000764,2.531462,true,4.077537,4.615121,24.733744,2001-12-07,10.415385,0.011567,0.000000,92,3,2024,22.470588,0.000000,0.000000,false,0.000000,-0.006073,0.007863,4.000000,7.475000,0.000000,TB,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,0.013158,0.000000,2026,0.515000,0.000000,0.515000,0.069777,-3.944081,0.000000,0.000000,0.000000,0.150282,2.000000
142,Antonio Williams,WR,WAS,WIL143106,145.700000,142,189,5.241747,174,5.159055,0.269424,0.285920,0.254054,0.285920,4.424937,-34.782917,65,0,142,0,0,-3.867214,14.955346,-0.000000,-0.000000,0.000000,0.737037,-0.148466,0.000000,0.000000,4.262680,0.523148,0.322314,0.164242,0.000000,1.000000,3.775714,0.000000,0.000000,0.000000,1272.060000,-0.706069,0.576938,0.471616,0.300926,0.002066,2.000000,1.000000,3.775714,0.523148,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.003319,-0.000076,0.000164,0.000502,0.010135,0.009888,0.008953,-0.000691,-0.052461,0.001466,0.001520,0.000510,-0.000087,-0.003011,0.010326,0.005695,0.007050,0.000792,-0.000773,-0.001733,-0.001851,0.006082,-0.009608,0.010901,-0.000307,-0.002180,-0.002680,0.025501,-0.000606,-0.000637,0.001256,-0.004486,-0.000420,-0.000346,0.000657,-0.000406,-0.000973,-0.000848,0.016877,-0.000042,0.013297,0.000047,-0.000705,0.001175,-0.001102,-0.000055,-0.004263,-0.000208,0.003513,-0.000454,-0.004409,-0.006989,-0.002682,-0.000000,false,4.653960,4.615121,22.132786,2004-07-14,0.000000,0.010056,0.000000,71,3,2026,39.714286,0.000000,0.000000,true,0.000000,0.000177,0.005925,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.339439,0.623137,0.000000,0.000000,0.000000,0.000000,0.000000,2026,0.000000,0.000000,0.000000,0.490054,1.317978,0.000000,0.000000,0.000000,0.269424,0.000000
143,Brandon Aiyuk,WR,SF,00-0036261,150.000000,146,205,5.323010,178,5.181784,0.320782,0.339403,0.318919,0.339403,4.346804,-34.782917,76,3,143,3,0,2.459959,6.051398,0.000000,0.000000,0.000000,0.907407,-0.148466,0.000000,0.000000,3.218876,0.298893,0.195426,0.209148,0.196562,1.000000,7.887071,0.000000,0.000000,0.000000,1560.220000,0.787839,0.653626,0.529814,0.169742,0.006237,3.000000,0.000000,7.887071,0.298893,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.190476,27.000000,0.000000,0.000000,0.117000,0.000000,0.000000,1.000000,0.000000,0.000000,2.000000,0.000000,0.001307,0.000383,0.000164,0.000502,0.010135,0.012498,0.008953,-0.000691,-0.052461,-0.001388,0.001828,0.000058,0.000199,-0.004522,-0.015312,0.005695,0.014818,0.000792,-0.000773,-0.001733,0.001727,-0.004493,0.001988,0.003078,-0.000035,-0.002109,-0.007719,-0.002888,-0.001274,-0.000270,0.001256,-0.004486,-0.000420,-0.000346,0.000657,-0.000406,-0.000973,-0.000848,0.016877,-0.000042,-0.003275,-0.000226,-0.000705,0.001175,0.001785,-0.000055,-0.004263,0.000412,-0.002206,-0.000454,0.002433,-0.006989,-0.002682,-0.000000,false,3.784190,4.615121,28.459959,1998-03-17,15.575000,-0.023672,0.000000,25,1,2020,16.333333,0.000000,0.000000,false,0.000000,-0.022154,0.004290,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.383243,0.448549,0.000000,0.000000,0.000000,0.000000,0.000000,2026,0.000000,0.000000,0.000000,-0.545102,-1.039375,0.000000,0.000000,0.000000,0.320782,6.000000
144,Calvin Ridley,WR,TEN,00-0034837,151.200000,151,176,5.170484,168,5.123964,0.144342,0.153204,0.135135,0.153204,4.319285,-34.782917,78,7,144,7,0,5.698836,32.476736,0.000000,0.000000,10.000000,0.000000,-0.148466,0.000000,1.000000,3.258097,0.280943,0.000000,0.276134,0.430677,0.000000,0.000000,0.000000,0.000000,1.000000,1115.640000,-1.516997,0.660697,0.573844,0.343811,0.029101,3.000000,0.000000,0.000000,0.280943,0.000000,0.168189,0.243020,-0.025903,-0.097993,0.000000,-5.487143,-0.048423,0.000000,-4.960504,0.224138,12.000000,4.000000,0.000000,0.059000,0.000000,0.000000,1.000000,0.000000,0.000000,5.000000,0.000000,0.003675,-0.000981,0.000164,0.000502,-0.035163,-0.001404,0.008953,-0.000691,0.007180,-0.001281,0.000769,0.000021,0.000640,-0.006776,-0.045849,-0.000920,-0.000085,0.000792,-0.000773,0.007096,-0.003794,0.011823,0.003057,-0.002840,-0.000396,-0.001723,-0.007719,-0.002888,0.000007,-0.000240,0.001256,0.001936,0.000460,-0.047024,0.019206,-0.000406,-0.007914,-0.012004,0.016877,-0.000541,-0.006203,-0.000074,0.003239,0.001175,0.000354,-0.000055,-0.004263,0.000412,-0.002206,-0.000454,0.012696,-0.006989,-0.001220,1.929407,true,4.110874,4.615121,31.698836,1994-12-20,18.766667,0.058196,0.016166,26,1,2018,9.352941,0.000000,0.000000,false,0.000000,0.021608,-0.008104,7.000000,6.757143,0.000000,TEN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.047619,0.000000,0.285714,0.039216,-0.986733,2026,0.571429,-0.475000,0.835000,1.243756,0.823860,0.000000,0.000000,0.000000,0.144342,8.000000
145,Malik Washington,WR,MIA,00-0039880,154.200000,155,186,5.225747,173,5.153292,0.172169,0.182322,0.167568,0.182322,4.458197,-34.782917,63,10,145,10,0,-0.343600,0.118061,-0.000000,-0.000000,0.000000,0.000000,0.057189,0.000000,1.000000,5.214936,0.530303,0.064815,0.081831,0.160053,1.000000,1.316429,0.000000,0.000000,1.000000,1269.480000,-0.719445,0.624035,0.516779,0.032468,0.000000,1.000000,0.000000,1.316429,0.530303,0.000000,0.144192,0.106107,-0.000943,-0.029833,-0.022557,-0.858235,0.000358,0.000000,2.131373,0.147059,4.000000,4.000000,0.000000,0.004000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.000743,0.000690,0.000164,0.000502,0.010135,-0.001404,-0.003449,-0.000691,0.007180,0.004069,0.000936,0.000525,0.000494,-0.000238,-0.010550,0.005695,0.002403,0.000792,-0.000773,0.007096,-0.001883,0.006177,-0.002487,0.004830,0.000249,-0.002214,0.002358,-0.002888,-0.000207,-0.000649,0.001256,0.001019,-0.000036,-0.002045,0.006304,-0.002778,-0.002058,-0.000766,0.016877,0.000172,0.000503,0.000007,0.003239,0.001175,-0.001003,-0.000055,0.008142,-0.000208,-0.002206,-0.000454,-0.004409,0.009665,-0.001069,2.129258,true,0.000000,2.564949,25.656400,2001-01-04,6.864706,0.000000,0.000000,184,6,2024,30.750000,0.000000,0.000000,false,0.000000,0.006216,0.047916,17.000000,6.864706,0.205656,MIA,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.074074,0.000000,0.705882,0.164179,-0.194241,2026,0.570000,0.055000,0.670000,-0.909808,-1.551140,0.000000,0.000000,0.000000,0.172169,2.000000
146,Tank Dell,WR,HOU,00-0038977,157.600000,160,195,5.273000,175,5.164786,0.187212,0.197826,0.189189,0.197826,4.364465,-34.782917,74,14,146,14,0,0.841889,0.708777,0.000000,0.000000,0.000000,0.744444,-0.148466,0.000000,0.000000,4.234107,0.180000,0.286022,0.000000,0.130217,0.000000,0.000000,0.000000,0.000000,0.000000,1372.140000,-0.187225,0.655400,0.541872,0.520000,0.023656,3.000000,0.000000,0.000000,0.180000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.294118,21.000000,0.000000,0.000000,0.006000,0.000000,4.000000,0.000000,1.000000,0.000000,2.000000,0.000000,0.000124,0.000659,0.000164,0.000502,0.010135,0.010001,0.008953,-0.000691,-0.052461,0.001388,0.001027,-0.000183,-0.000005,0.002515,-0.006659,-0.000920,-0.000085,0.000792,-0.000773,-0.001733,-0.000608,0.002409,0.002256,0.001457,-0.000762,-0.001815,-0.007719,-0.002888,0.000007,-0.000075,0.001256,-0.004486,-0.000420,-0.000346,0.000657,-0.000406,-0.000973,-0.000848,0.016877,-0.000042,-0.012292,-0.000165,-0.000705,0.001175,-0.000954,-0.000055,0.012277,-0.000208,0.003513,-0.000454,0.002433,-0.006989,-0.002682,-0.000000,false,3.713572,4.615121,26.841889,1999-10-29,16.500000,0.015308,0.000000,69,3,2023,14.928571,0.000000,0.000000,false,0.000000,-0.017239,0.027678,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.368012,0.346927,0.000000,0.000000,0.000000,0.000000,0.000000,2026,0.000000,0.000000,0.000000,1.535798,1.061801,0.000000,0.000000,0.000000,0.187212,3.000000
147,Ryan Flournoy,WR,DAL,00-0039410,157.600000,161,169,5.129899,167,5.117994,0.045722,0.048494,0.043243,0.048494,4.390458,-34.782917,68,14,147,14,0,0.847365,0.718027,0.000000,0.000000,2.000000,0.000000,0.062060,0.000000,1.000000,5.375278,0.069193,0.043011,0.089505,0.128621,0.000000,0.000000,0.000000,0.000000,0.000000,1689.500000,1.458065,0.638355,0.566231,0.489292,0.038710,3.000000,0.000000,0.000000,0.069193,0.000000,0.110574,0.111461,0.006916,0.086015,-0.010671,-0.334667,0.018244,0.066667,5.000000,0.352941,1.000000,0.000000,0.000000,0.004000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000128,0.000659,0.000164,0.000502,0.001075,-0.001404,-0.003742,-0.000691,0.007180,0.004507,0.000177,-0.000406,0.000543,-0.000496,-0.006450,-0.000920,-0.000085,0.000792,-0.000773,-0.001733,0.003333,-0.009238,-0.000321,-0.001817,-0.000698,-0.001561,-0.007719,-0.002888,0.000007,0.000107,0.001256,-0.000264,-0.000017,0.012116,-0.015624,-0.001528,-0.001396,0.003355,0.010564,0.000460,-0.017409,0.000037,-0.000705,0.001175,-0.001003,-0.000055,-0.004263,-0.000208,-0.002206,-0.000454,-0.004409,0.009665,-0.000596,2.753356,true,4.962845,4.615121,26.847365,1999-10-27,7.600000,0.034416,0.000000,216,6,2024,10.411765,0.000000,0.000000,false,0.000000,-0.019691,-0.037530,15.000000,7.600000,0.210526,DAL,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.087719,0.000000,0.538462,0.067308,0.896958,2026,0.447500,0.472500,0.720000,0.901196,1.823860,0.000000,0.000000,0.000000,0.045722,2.000000
148,Travis Hunter,WR,JAX,00-0040718,158.800000,163,164,5.099866,164,5.099866,0.005764,0.006116,0.005405,0.006116,4.342031,-34.782917,77,15,148,15,0,-2.709103,7.339241,-0.000000,-0.000000,10.000000,0.000000,-0.054422,0.000000,1.000000,0.693147,0.221477,0.548454,0.000000,0.131840,0.000000,0.000000,0.000000,0.000000,0.000000,1570.240000,0.839785,0.629713,0.551341,0.515101,0.030928,4.000000,0.000000,0.000000,0.221477,0.000000,0.175149,0.175837,0.006216,0.027426,0.001253,-4.154286,-0.009511,0.142857,0.000000,0.588235,10.000000,0.000000,0.000000,0.042000,0.000000,2.000000,1.000000,0.000000,0.000000,0.000000,1.000000,-0.002472,0.000317,0.000164,0.000502,-0.035163,-0.001404,0.003282,-0.000691,0.007180,-0.008293,-0.000062,-0.000099,-0.000597,0.002515,-0.006870,-0.000920,-0.000085,0.000792,-0.000773,-0.001733,0.001852,-0.004861,-0.001628,0.000184,-0.000752,-0.001692,-0.012757,-0.002888,0.000007,-0.000143,0.001256,0.002201,0.000217,0.010855,-0.004534,-0.000274,-0.006228,-0.003040,0.003349,-0.000042,-0.037880,-0.000054,-0.000705,0.001175,-0.000066,-0.000055,0.004007,0.000412,-0.002206,-0.000454,-0.004409,0.009665,0.000508,4.209985,true,4.174387,4.615121,23.290897,2003-05-18,9.114286,0.019526,0.000000,2,1,2025,21.117647,0.000000,0.000000,false,0.000000,-0.001611,0.003145,7.000000,9.114286,0.094044,JAX,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.071429,0.000000,0.714286,0.057471,-0.706000,2026,0.662857,0.140000,0.740000,1.300781,-3.630846,0.000000,0.000000,0.000000,0.005764,1.000000
149,Chris Bell,WR,MIA,BEL267684,160.300000,167,223,5.407172,182,5.204007,0.274889,0.289178,0.302703,0.289178,4.384031,-34.782917,69,18,149,18,0,-3.765914,14.182106,-0.000000,-0.000000,0.000000,0.651852,-0.148466,0.000000,0.000000,4.543295,0.530303,0.064815,0.081831,0.160053,1.000000,1.316429,0.000000,0.000000,1.000000,1269.480000,-0.719445,0.624035,0.516779,0.173160,0.039352,2.000000,1.000000,1.316429,0.530303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,-0.003245,-0.000036,0.000164,0.000502,0.010135,0.008583,0.008953,-0.000691,-0.052461,0.002233,0.001553,0.000525,0.000494,-0.000238,-0.010550,0.005695,0.002403,0.000792,-0.000773,0.007096,-0.001883,0.006177,-0.002487,0.004830,-0.000042,-0.001550,-0.002680,0.025501,-0.000207,-0.000649,0.001256,-0.004486,-0.000420,-0.000346,0.000657,-0.000406,-0.000973,-0.000848,0.016877,-0.000042,0.013297,0.000047,-0.000705,0.001175,-0.001102,-0.000055,-0.004263,-0.000208,0.003513,-0.000454,-0.004409,-0.006989,-0.002682,-0.000000,false,2.564949,4.615121,22.234086,2004-06-07,0.000000,0.000000,0.000000,94,3,2026,30.750000,0.000000,0.000000,true,0.000000,0.006216,0.047916,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.058824,0.387929,0.000000,0.000000,0.000000,0.000000,0.000000,2026,0.000000,0.000000,0.000000,-0.909808,-1.551140,0.000000,0.000000,0.000000,0.274889,0.000000
150,Jack Bech,WR,LV,00-0040729,160.600000,169,208,5.337538,180,5.192957,0.197109,0.207639,0.210811,0.207639,4.376707,-34.782917,70,19,150,19,0,-2.295688,5.270183,-0.000000,-0.000000,3.000000,0.000000,-0.148466,0.000000,1.000000,4.060443,0.165236,0.216802,0.123787,0.131325,1.000000,0.000000,1.000000,0.000000,1.000000,1074.600000,-1.729761,0.688908,0.558084,0.272532,0.032520,3.000000,0.000000,0.000000,0.165236,0.000000,0.079781,0.107273,0.006082,0.085336,0.000000,-1.278571,-0.048423,0.000000,0.000000,0.176471,1.000000,0.000000,0.000000,0.007000,0.000000,2.000000,0.000000,1.000000,0.000000,0.000000,1.000000,-0.002170,0.000424,0.000164,0.000502,-0.003454,-0.001404,0.008953,-0.000691,0.007180,0.000913,0.001086,-0.000212,0.000151,-0.001650,-0.006803,0.005695,-0.000085,-0.018475,-0.000773,0.007096,-0.004303,0.013329,0.007323,-0.000722,-0.000249,-0.001665,-0.007719,-0.002888,0.000007,-0.000051,0.001256,-0.001440,-0.000032,0.010614,-0.015495,-0.000406,-0.002590,-0.012004,0.016877,-0.000042,-0.002056,0.000037,-0.000705,0.001175,-0.000929,-0.000055,0.004007,-0.000208,0.003513,-0.000454,-0.004409,0.009665,-0.003882,-1.583635,true,3.583519,4.615121,23.704312,2002-12-18,3.028571,0.000000,0.000000,58,2,2025,0.000000,0.000000,0.000000,false,0.000000,0.041588,0.088788,14.000000,3.028571,0.000000,LV,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.333333,0.064516,-1.132639,2026,0.397500,0.615000,0.775000,-1.907316,-2.630257,0.000000,0.000000,0.000000,0.197109,1.000000
